CI_Name,CI_Cat,CI_Subcat,WBS,Incident_ID,Status,Impact,Urgency,Priority,number_cnt,Category,KB_number,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,Related_Interaction,No_of_Related_Incidents,No_of_Related_Changes,Related_Change
WBA000058,application,"Web Based Application",WBS000073,IM0006317,Closed,4,4,4,0.29948965,incident,KM0002043,closed,0,"17-10-2013 14:44",,"17-10-2013 15:28","17-10-2013 15:28","0,734722222",Other,1,SD0016161,,,
SBA000690,application,"Server Based Application",WBS000228,IM0006318,Closed,NS,3,NA,0.061285706,incident,KM0001710,closed,0,"17-10-2013 14:49",,"18-10-2013 12:17","18-10-2013 12:18","6,64,11,11,111",Software,1,SD0016151,,,
SBA000659,application,"Server Based Application",WBS000128,IM0006319,Closed,4,4,4,0.19615207,incident,KM0002059,closed,0,"17-10-2013 14:50",,"17-10-2013 15:59","17-10-2013 15:59","1,15,41,66,667",Software,1,SD0016165,,,
SBA000458,application,"Server Based Application",WBS000073,IM0006320,Closed,4,4,4,0.794449752,incident,KM0001479,closed,3,"17-10-2013 15:04",,"28-10-2013 15:44","28-10-2013 15:45","2,07,41,11,111","User error",1,SD0016170,,,
SUB000427,subapplication,"Web Based Application",WBS000073,IM0006321,Closed,4,4,4,0.253147912,incident,KM0001729,closed,2,"17-10-2013 15:06",,"18-10-2013 14:34","18-10-2013 14:35","9,97,58,33,333",Data,1,SD0016168,,,
CBD000275,computer,"Banking Device",WBS000146,IM0006322,Closed,4,4,4,0.750694752,incident,KM0000274,closed,1,"17-10-2013 15:16",,"21-10-2013 13:31","21-10-2013 13:31","1,92,51,66,667",Other,1,SD0016176,,,
SBA000088,application,"Server Based Application",WBS000017,IM0006323,Closed,3,3,3,0.286001383,incident,KM0000096,closed,0,"17-10-2013 15:16",,"18-10-2013 10:17","18-10-2013 10:17","0,533333333","No error - works as designed",1,SD0016169,,,
SUB000456,subapplication,"Web Based Application",WBS000073,IM0006324,Closed,4,4,4,0.007784002,incident,KM0000741,closed,0,"17-10-2013 15:18",,"17-10-2013 15:36","17-10-2013 15:37","0,301666667",Other,1,SD0016177,,,
SBA000026,application,"Server Based Application",WBS000223,IM0006325,Closed,4,4,4,0.858773066,incident,KM0000777,closed,0,"17-10-2013 15:21",,"17-10-2013 16:17","17-10-2013 16:17","0,929722222",Other,1,SD0016181,,,
WBA000018,application,"Web Based Application",WBS000073,IM0006326,Closed,4,4,4,0.549891681,incident,KM0000720,closed,1,"17-10-2013 15:37",,"18-10-2013 08:03","18-10-2013 08:03","2,94,72,22,222",Data,1,SD0016183,,,
WBA000144,application,"Web Based Application",WBS000318,IM0006327,Closed,5,5,5,0.2794004,incident,KM0000836,closed,0,"17-10-2013 15:46",,"18-10-2013 13:59","18-10-2013 13:59","8,72,16,66,667",Unknown,1,SD0016194,,,
SUB000442,subapplication,"Web Based Application",WBS000125,IM0006328,Closed,4,4,4,0.720306787,incident,KM0000206,closed,1,"17-10-2013 15:48",,"18-10-2013 13:58","18-10-2013 13:58","8,66,52,77,778","User error",1,SD0016197,,,
CBA000014,application,"Client Based Application",WBS000073,IM0006329,Closed,4,4,4,0.674710337,incident,KM0001823,closed,0,"17-10-2013 15:50",,"18-10-2013 08:06","18-10-2013 08:06","2,77,41,66,667",Other,1,SD0016199,,,
WBA000143,application,"Web Based Application",WBS000069,IM0006330,Closed,4,4,4,0.651358023,incident,KM0000943,closed,0,"17-10-2013 15:53",,"18-10-2013 08:57","18-10-2013 08:57","35,725",Unknown,1,SD0016198,,,
SBA000263,application,"Server Based Application",WBS000072,IM0006331,Closed,5,5,5,0.474053164,"request for information",KM0001113,closed,0,"17-10-2013 12:36",,"18-10-2013 10:23","18-10-2013 10:23","8,28,88,88,889",Other,1,SD0015922,,,
CBD000474,computer,"Banking Device",WBS000146,IM0006332,Closed,4,4,4,0.83464098,incident,KM0000274,closed,1,"17-10-2013 12:46",,"17-10-2013 16:15","17-10-2013 16:15","3,47,83,33,333",Hardware,1,SD0016060,,,
SBA000263,application,"Server Based Application",WBS000072,IM0006333,Closed,5,5,5,0.637851673,"request for information",KM0001111,closed,0,"17-10-2013 13:02",,"18-10-2013 13:46","18-10-2013 13:46","1,12,34,44,444",Other,1,SD0016065,,,
WBA000122,application,"Web Based Application",WBS000298,IM0006334,Closed,5,5,5,0.871413913,incident,KM0001548,closed,0,"17-10-2013 13:09",,"18-10-2013 10:37","18-10-2013 10:37","7,97,36,11,111","User manual not used",1,SD0016064,,,
WBA000128,application,"Web Based Application",WBS000063,IM0006335,Closed,4,4,4,0.092226993,incident,KM0000687,closed,0,"17-10-2013 13:10",,"17-10-2013 13:51","17-10-2013 13:51","0,684722222",Software,1,SD0016066,,,
SBA000263,application,"Server Based Application",WBS000072,IM0006336,Closed,5,5,5,0.256003952,"request for information",KM0001113,closed,0,"17-10-2013 13:10",,"18-10-2013 13:55","18-10-2013 13:55","1,12,41,94,444",Other,1,SD0016067,,,
SBA000263,application,"Server Based Application",WBS000072,IM0006337,Closed,5,5,5,0.582141457,"request for information",KM0001111,closed,0,"17-10-2013 13:12",,"18-10-2013 13:59","18-10-2013 13:59","1,12,86,66,667",Other,1,SD0016068,,,
SBA000263,application,"Server Based Application",WBS000072,IM0006338,Closed,5,5,5,0.131640843,"request for information",KM0001113,closed,0,"17-10-2013 13:15",,"18-10-2013 14:20","18-10-2013 14:20","1,15,78,61,111",Other,1,SD0016072,,,
WBA000133,application,"Web Based Application",WBS000073,IM0006339,Closed,4,5,4,0.216542598,incident,KM0000711,closed,0,"17-10-2013 13:18",,"17-10-2013 14:02","17-10-2013 14:02","0,733888889","User error",1,SD0016071,,,
SBA000834,application,"Server Based Application",WBS000223,IM0006340,Closed,4,4,4,0.359520456,incident,KM0001308,closed,0,"17-10-2013 13:21",,"17-10-2013 15:55","17-10-2013 15:55","2,565",Other,1,SD0016073,,,
SUB000455,subapplication,"Web Based Application",WBS000073,IM0006341,Closed,4,4,4,0.640883163,incident,KM0001728,closed,0,"17-10-2013 13:24",,"18-10-2013 15:19","18-10-2013 15:19","1,24,27,77,778",Data,1,SD0016074,,,
SBA000607,application,"Server Based Application",WBS000263,IM0006342,Closed,4,4,4,0.685530882,incident,KM0000592,closed,4,"17-10-2013 13:28",,"18-10-2013 13:45","18-10-2013 13:45","1,07,97,77,778",Other,1,SD0016076,,,
SAP000004,application,SAP,WBS000271,IM0006343,Closed,5,5,5,0.737809553,"request for information",KM0001268,closed,6,"17-10-2013 13:28","18-10-2013 15:06","12-11-2013 12:28","12-11-2013 12:28","1,88,00,13,889",Other,1,SD0016077,,,
SBA000263,application,"Server Based Application",WBS000072,IM0006344,Closed,5,5,5,0.046153918,"request for information",KM0001113,closed,2,"17-10-2013 13:33",,"21-10-2013 11:30","21-10-2013 11:30","1,89,46,66,667",Other,1,SD0016079,,,
SBA000263,application,"Server Based Application",WBS000072,IM0006345,Closed,5,5,5,0.967163409,"request for information",KM0001113,closed,0,"17-10-2013 13:35",,"19-11-2013 13:37","19-11-2013 13:37","1,16,61,11,111",Other,1,SD0016081,,,
DTA000057,application,"Desktop Application",WBS000094,IM0006346,Closed,5,5,5,0.043007851,"request for information",KM0001176,closed,0,"17-10-2013 13:39",,"17-10-2013 17:02","17-10-2013 17:03","3,39","No error - works as designed",1,SD0016082,,,
SUB000456,subapplication,"Web Based Application",WBS000073,IM0006347,Closed,4,4,4,0.618099722,incident,KM0000741,closed,1,"17-10-2013 13:42",,"17-10-2013 16:15","17-10-2013 16:15","2,54,08,33,333",Data,1,SD0016080,,,
SBA000244,application,"Server Based Application",WBS000125,IM0006348,Closed,5,3,4,0.367243715,incident,KM0000205,closed,0,"17-10-2013 13:44",,"17-10-2013 13:56","17-10-2013 13:56","0,188611111",Other,1,SD0016087,,,
SBA000607,application,"Server Based Application",WBS000263,IM0006349,Closed,4,4,4,0.62954642,incident,KM0000592,closed,4,"17-10-2013 13:46",,"18-10-2013 10:17","18-10-2013 10:17","7,02,22,22,222",Other,1,SD0016086,,,
SBA000017,application,"Server Based Application",WBS000099,IM0006350,Closed,3,3,3,0.523684788,incident,KM0000480,closed,0,"17-10-2013 13:55",,,"17-10-2013 13:57","0,036111111","User error",1,SD0016091,,,
SBA000628,application,"Server Based Application",WBS000255,IM0006351,Closed,5,5,5,0.004702002,incident,KM0000036,closed,0,"17-10-2013 14:03",,"23-10-2013 11:17","23-10-2013 11:17","3,92,25,83,333",Other,1,SD0016094,,,
SBA000054,application,"Server Based Application",WBS000013,IM0006352,Closed,3,3,3,0.563751154,incident,KM0000052,closed,0,"17-10-2013 14:09",,"17-10-2013 14:19","17-10-2013 14:19","0,163333333",Other,1,SD0016096,,,
SBA000464,application,"Server Based Application",WBS000073,IM0006353,Closed,4,4,4,0.42399066,incident,KM0001314,closed,1,"17-10-2013 14:19",,"17-10-2013 17:41","17-10-2013 17:42","3,38,19,44,444",Data,1,SD0016093,,,
SAP000004,application,SAP,WBS000271,IM0006354,Closed,5,5,5,0.458394513,"request for information",KM0001270,closed,0,"17-10-2013 14:30","18-10-2013 15:14","21-10-2013 10:31","21-10-2013 10:31","1,70,19,16,667",Other,1,SD0016105,,,
SAP000004,application,SAP,WBS000271,IM0006355,Closed,5,5,5,0.078524705,"request for information",KM0001572,closed,0,"17-10-2013 14:33","28-10-2013 11:01","28-10-2013 11:30","28-10-2013 11:30","2,14,175",Other,2,#MULTIVALUE,,,
SAP000003,application,SAP,WBS000271,IM0006356,Closed,5,5,5,0.09505212,"request for information",KM0001382,closed,6,"17-10-2013 14:38",,"23-10-2013 14:01","23-10-2013 14:01","4,13,84,44,444",Other,1,SD0016109,,,
SBA000263,application,"Server Based Application",WBS000072,IM0006357,Closed,5,5,5,0.529999674,"request for information",KM0001114,closed,2,"17-10-2013 14:52",,"24-10-2013 11:02","24-10-2013 11:02","48,66",Other,1,SD0016115,,,
SAP000004,application,SAP,WBS000271,IM0006358,Closed,5,5,5,0.128190234,"request for information",KM0001270,closed,0,"17-10-2013 14:53",,"21-10-2013 12:17","21-10-2013 12:17","1,83,98,33,333",Other,1,SD0016117,,,
SAP000004,application,SAP,WBS000271,IM0006359,Closed,5,5,5,0.589183562,"request for information",KM0001265,closed,2,"17-10-2013 14:56",,"22-10-2013 09:56","22-10-2013 09:56","26,505",Other,1,SD0016119,,,
SAP000004,application,SAP,WBS000271,IM0006360,Closed,5,5,5,0.271397397,"request for information",KM0001270,closed,2,"17-10-2013 14:59",,"28-10-2013 11:56","28-10-2013 11:56","2,09,775",Other,1,SD0016121,,,
SBA000607,application,"Server Based Application",WBS000263,IM0006361,Closed,4,4,4,0.297494301,incident,KM0001106,closed,1,"17-10-2013 15:01",,"18-10-2013 11:28","18-10-2013 11:29","6,96",Other,1,SD0016114,,,
SBA000607,application,"Server Based Application",WBS000263,IM0006362,Closed,4,4,4,0.615874314,incident,KM0001106,closed,1,"17-10-2013 15:10",,"18-10-2013 11:27","18-10-2013 11:27","6,78,94,44,444",Other,1,SD0016122,,,
SAP000005,application,SAP,WBS000271,IM0006363,Closed,5,5,5,0.980625803,"request for information",KM0001572,closed,2,"17-10-2013 15:19",,"05-11-2013 15:12","05-11-2013 15:12","1,36,39,41,667",Other,1,SD0016124,,,
SAP000005,application,SAP,WBS000271,IM0006364,Closed,5,5,5,0.864270252,"request for information",KM0001572,closed,4,"17-10-2013 15:25",,"21-10-2013 14:47","21-10-2013 14:47","2,03,60,27,778",Other,1,SD0016125,,,
SAP000004,application,SAP,WBS000271,IM0006365,Closed,5,5,5,0.44505843,"request for information",KM0001264,closed,10,"17-10-2013 15:27",,"11-11-2013 07:50","11-11-2013 07:51","1,43,24,38,889",Other,1,SD0016126,,,
DCE000167,hardware,DataCenterEquipment,WBS000242,IM0006366,Closed,4,4,4,0.026077474,incident,KM0001084,closed,0,"17-10-2013 15:31",,"18-10-2013 14:36","18-10-2013 14:36","5,47,47,22,222",Software,1,SD0016127,,,
SUB000310,subapplication,"Server Based Application",WBS000076,IM0006367,Closed,5,5,5,0.149009275,"request for information",KM0000882,closed,0,"17-10-2013 12:45",,"21-10-2013 11:04","21-10-2013 11:04","1,93,16,11,111","No error - works as designed",1,SD0016023,,1,C00002804
SUB000113,subapplication,"Server Based Application",WBS000095,IM0006368,Closed,5,5,5,0.651504756,"request for information",KM0000226,closed,1,"17-10-2013 12:45",,"17-10-2013 14:09","17-10-2013 14:09","1,395",Data,1,SD0016024,,,
LAP000613,computer,Laptop,WBS000091,IM0006369,Closed,5,5,5,0.797069074,incident,KM0001444,closed,10,"17-10-2013 12:46",,"25-10-2013 08:43","25-10-2013 08:43","5,89,525",Software,1,SD0015773,,,
WBA000058,application,"Web Based Application",WBS000073,IM0006370,Closed,4,4,4,0.898362795,incident,KM0001245,closed,0,"17-10-2013 12:51",,"17-10-2013 13:01","17-10-2013 13:21","0,488611111",Other,1,SD0016027,,,
SBA000607,application,"Server Based Application",WBS000263,IM0006371,Closed,5,5,5,0.424649396,"request for information",KM0001105,closed,3,"17-10-2013 12:53",,"18-10-2013 14:00","18-10-2013 14:00","1,16,28,61,111",Other,1,SD0016030,,,
SBA000263,application,"Server Based Application",WBS000072,IM0006372,Closed,5,5,5,0.880216552,"request for information",KM0000645,closed,7,"17-10-2013 12:56",,"21-10-2013 13:38","21-10-2013 13:38","2,17,01,11,111",Other,1,SD0016029,,,
SBA000805,application,"Server Based Application",WBS000016,IM0006373,Closed,3,3,3,0.228325984,incident,KM0000938,closed,1,"17-10-2013 12:59",,"17-10-2013 13:01","17-10-2013 13:01","0,031111111",Hardware,1,SD0016032,,,
LAP001687,computer,Laptop,WBS000187,IM0006374,Closed,5,5,5,0.26413301,incident,KM0001447,closed,0,"17-10-2013 13:05",,"18-10-2013 12:49","18-10-2013 12:49","1,02,36,11,111",Hardware,1,SD0016033,,,
COM000003,computer,Omgeving,WBS000098,IM0006375,Closed,4,4,4,0.217659248,incident,KM0001278,closed,1,"17-10-2013 13:24",,"17-10-2013 14:07","17-10-2013 14:07","0,721388889",Software,1,SD0016036,,,
WBA000148,application,"Web Based Application",WBS000172,IM0006376,Closed,5,5,5,0.913865959,"request for information",KM0000692,closed,1,"17-10-2013 14:00",,"17-10-2013 15:49","17-10-2013 15:49","1,82,22,22,222","No error - works as designed",1,SD0016042,,,
DSK000347,computer,Desktop,WBS000187,IM0006377,Closed,5,5,5,0.67659036,incident,KM0001446,closed,0,"17-10-2013 14:03",,"22-10-2013 08:44","22-10-2013 08:44","2,61,83,88,889",Hardware,1,SD0016044,,,
WBA000128,application,"Web Based Application",WBS000063,IM0006378,Closed,5,5,5,0.250243972,incident,KM0001857,closed,0,"17-10-2013 14:09",,"17-10-2013 15:27","17-10-2013 15:27","1,29,44,44,444",Software,1,SD0016047,,,
SUB000426,subapplication,"Web Based Application",WBS000073,IM0006379,Closed,5,5,5,0.269194248,incident,KM0000708,closed,0,"17-10-2013 14:16",,"25-10-2013 11:40","25-10-2013 11:40","6,04,06,11,111",Other,1,SD0016049,,,
DTA000025,application,"Desktop Application",WBS000110,IM0006380,Closed,4,4,4,0.599467266,incident,KM0000833,closed,1,"17-10-2013 14:20",,"18-10-2013 14:22","18-10-2013 14:24","1,05,62,22,222",Other,1,SD0016045,,,
SBA000458,application,"Server Based Application",WBS000073,IM0006381,Closed,4,4,4,0.602527458,incident,KM0001570,closed,1,"17-10-2013 14:34",,"18-10-2013 09:17","18-10-2013 09:18","5,23,63,88,889",Other,1,SD0016053,,,
LAP000976,computer,Laptop,WBS000091,IM0006382,Closed,5,5,5,0.20578562,incident,KM0001444,closed,1,"17-10-2013 14:41",,"21-10-2013 09:58","21-10-2013 09:58","1,62,68,88,889",Hardware,1,SD0016271,,,
WBA000008,application,"Web Based Application",WBS000167,IM0006383,Closed,5,5,5,0.65659755,incident,KM0000069,closed,9,"17-10-2013 14:50",,"29-10-2013 15:24","29-10-2013 15:24","5,34,23,33,333",Software,1,SD0016272,,,
SAP000004,application,SAP,WBS000271,IM0006384,Closed,4,4,4,0.779662521,"request for information",KM0001382,closed,2,"17-10-2013 15:08",,"17-10-2013 15:59","17-10-2013 15:59","0,849722222",Other,1,SD0016285,,,
WBA000144,application,"Web Based Application",WBS000318,IM0006385,Closed,5,5,5,0.297918213,incident,KM0000842,closed,0,"17-10-2013 15:12",,"18-10-2013 11:56","18-10-2013 11:56","7,245","User manual not used",1,SD0016281,,,
SUB000523,subapplication,"Web Based Application",WBS000073,IM0006386,Closed,4,4,4,0.712647404,incident,KM0000816,closed,0,"17-10-2013 15:14",,"18-10-2013 08:00","18-10-2013 08:00","3,26,80,55,556",Software,1,SD0016282,,,
DTA000024,application,"Desktop Application",WBS000093,IM0006387,Closed,4,4,4,0.383453794,incident,KM0000340,closed,1,"17-10-2013 15:25",,"18-10-2013 13:34","18-10-2013 13:34","8,65,58,33,333",Other,1,SD0016289,,,
LAP000666,computer,Laptop,WBS000091,IM0006388,Closed,5,5,5,0.946681763,incident,KM0001444,closed,6,"17-10-2013 15:29",,"31-10-2013 14:13","31-10-2013 14:14","1,71,53,61,111",Software,1,SD0016292,,,
SBA000079,application,"Server Based Application",WBS000223,IM0006389,Closed,4,4,4,0.679226791,incident,KM0000083,closed,2,"17-10-2013 15:32",,"28-10-2013 08:57","28-10-2013 08:57","4,07,08,33,333","No error - works as designed",1,SD0016286,,,
SUB000456,subapplication,"Web Based Application",WBS000073,IM0006390,Closed,4,4,4,0.628020101,incident,KM0001736,closed,0,"17-10-2013 15:40",,"17-10-2013 15:50","17-10-2013 15:50","0,1575",Other,1,SD0016298,,,
SUB000508,subapplication,"Web Based Application",WBS000162,IM0006391,Closed,4,4,4,0.985205446,incident,KM0000553,closed,9,"17-10-2013 15:48",,"21-03-2014 16:20","21-03-2014 16:20","1,13,45,28,056",Other,1,SD0016297,,,
SUB000113,subapplication,"Server Based Application",WBS000095,IM0006392,Closed,5,5,5,0.36423044,"request for information",KM0000225,closed,4,"17-10-2013 15:49",,"18-10-2013 10:15","18-10-2013 10:15","3,92,94,44,444","User error",1,SD0016300,,,
SBA000834,application,"Server Based Application",WBS000223,IM0006393,Closed,4,4,4,0.003735662,incident,KM0001308,closed,0,"17-10-2013 16:03",,"18-10-2013 14:42","18-10-2013 14:42","9,13,86,11,111",Other,1,SD0016308,,,
WBA000144,application,"Web Based Application",WBS000318,IM0006394,Closed,4,4,4,0.516750594,incident,KM0000846,closed,1,"17-10-2013 16:11",,"24-10-2013 10:36","24-10-2013 10:36","4,32,30,55,556",Unknown,1,SD0016309,,,
SUB000427,subapplication,"Web Based Application",WBS000073,IM0006395,Closed,4,4,4,0.442817747,incident,KM0001729,closed,0,"17-10-2013 16:17",,"22-10-2013 09:12","22-10-2013 09:13","2,44,20,83,333",Unknown,1,SD0016302,,,
SBA000607,application,"Server Based Application",WBS000263,IM0006396,Closed,5,5,5,0.43755042,"request for information",KM0001825,closed,0,"17-10-2013 14:06",,"17-10-2013 15:04","17-10-2013 15:04","0,968055556",Other,1,SD0016226,,,
CNT000006,storage,Controller,WBS000182,IM0006397,Closed,3,3,3,0.995635387,incident,KM0001141,closed,0,"17-10-2013 14:06","18-10-2013 11:09","18-10-2013 14:30","18-10-2013 14:30","0,224444444",Hardware,2,#MULTIVALUE,,,
CBA000014,application,"Client Based Application",WBS000073,IM0006398,Closed,5,5,5,0.405400568,incident,KM0001707,closed,2,"17-10-2013 14:09",,"22-10-2013 09:57","22-10-2013 10:04","2,29,36,66,667","User error",1,SD0016229,,,
LAP000255,computer,Laptop,WBS000187,IM0006399,Closed,5,5,5,0.888465973,incident,KM0001447,closed,2,"17-10-2013 14:24",,"22-10-2013 08:53","22-10-2013 08:53","2,59,79,72,222",Hardware,1,SD0016242,,,
LAP001468,computer,Laptop,WBS000091,IM0006400,Closed,4,4,4,0.430808012,incident,KM0001948,closed,0,"17-10-2013 14:25",,"21-10-2013 22:18","21-10-2013 22:19","2,45,78,05,556","No error - works as designed",1,SD0016243,,,
SUB000456,subapplication,"Web Based Application",WBS000073,IM0006401,Closed,4,4,4,0.191168706,incident,KM0001884,closed,0,"17-10-2013 14:31","17-10-2013 15:11","17-10-2013 15:35","17-10-2013 15:35","0,871666667","User error",2,#MULTIVALUE,,,
WBA000058,application,"Web Based Application",WBS000073,IM0006402,Closed,4,4,4,0.597573565,incident,KM0002043,closed,0,"17-10-2013 14:35",,"17-10-2013 14:42","17-10-2013 14:42","0,118055556",Other,1,SD0016245,,,
DCE000077,hardware,DataCenterEquipment,WBS000267,IM0006403,Closed,3,3,3,0.999446177,incident,KM0000182,closed,0,"17-10-2013 14:38",,"18-10-2013 14:36","18-10-2013 14:36","0,093611111",Hardware,1,SD0016251,,,
CBD000733,computer,"Banking Device",WBS000146,IM0006404,Closed,NS,3,NA,0.449569736,incident,KM0000274,closed,1,"17-10-2013 14:59",,"22-10-2013 13:22","22-10-2013 13:22","29,885",Hardware,1,SD0016262,,,
SBA000607,application,"Server Based Application",WBS000263,IM0006405,Closed,5,5,5,0.199726893,"request for information",KM0001825,closed,1,"17-10-2013 15:09",,"23-10-2013 12:44","23-10-2013 12:44","1,67,65,55,556","No error - works as designed",1,SD0016264,,,
